bet_id,game,name,result_type,amount,odds,stake,pick,market
3705269,Cricket,Perth Scorchers v Sydney Sixers - Big Bash League 2021/2022 (Australia T20 1),Won,"44,000,000",2.10,"40,000,000",Perth Scorchers,2-Way Full event
3705271,Cricket,Melbourne Renegades v Sydney Thunder - Big Bash League 2021/2022 (Australia T20 1),Lost,"1,000,000",2.20,,Melbourne Renegades,2-Way Full event
3705272,Cricket,Brisbane Heat v Hobart Hurricanes - Big Bash League 2021/2022 (Australia T20 1),Lost,"120,000",4.33,,Brisbane Heat,2-Way Full event
3705273,Cricket,Sydney Sixers v Perth Scorchers - Big Bash League 2021/2022 (Australia T20 1),Lost,"9,000,000",1.80,,Sydney Sixers,2-Way Full event
3705277,Cricket,Brisbane Heat v Adelaide Strikers - Big Bash League 2021/2022 (Australia T20 1),Won,"10,000,000",2.00,"10,000,000",Adelaide Strikers,2-Way Full event
3705284,Cricket,Adelaide Strikers v Sydney Sixers - Big Bash League 2021/2022 (Australia T20 1),Lost,"5,000,000",1.57,,Sydney Sixers,2-Way Full event
3705463,Basketball,Milwaukee Bucks v Boston Celtics - NBA 2021/2022 (USA 1),Lost,"1,000,000",3.20,,Boston Celtics,2-Way Full event
3705464,Basketball,Phoenix Suns v Golden State Warriors - NBA 2021/2022 (USA 1),Won,"1,800,000",2.80,"1,000,000",Golden State Warriors,2-Way Full event
3705507,Cricket,England v South Africa - ICC T20 World Cup Super 12 Grp. 1 2020 (World Championship T20 1),Lost,"4,000,000",1.44,,England,2-Way Full event
3705528,Cricket,India v Pakistan - ICC T20 World Cup Super 12 Grp. 2 2020 (World Championship T20 1),Lost,"10,000,000",1.47,,India,2-Way Full event
3705532,Cricket,Pakistan v Scotland - ICC T20 World Cup Super 12 Grp. 2 2020 (World Championship T20 1),Won,"300,000",1.03,"10,000,000",Pakistan,2-Way Full event
3705536,Cricket,New Zealand v Afghanistan - ICC T20 World Cup Super 12 Grp. 2 2020 (World Championship T20 1),Won,"3,600,000",1.36,"10,000,000",New Zealand,2-Way Full event
3706976,Basketball,Reale Mutua Torino v Orlandina Basket - A2 Green 2021/2022 (Italy 2),Won,"450,000",1.50,"900,000",Over 152.5 Total,Over/Under 152.5 Total Full event
3706991,Basketball,Amici Pallacanestro Udinese v Orlandina Basket - A2 Green 2021/2022 (Italy 2),Lost,"30,000,000",1.83,,Over 153.5 Total,Over/Under 153.5 Total Full event
3707007,Basketball,Orlandina Basket v Pistoia Basket - A2 Green 2021/2022 (Italy 2),Lost,"4,500,000",2.50,,Orlandina Basket,2-Way Full event
3707462,Basketball,Sonik Puntamika v Dubrava - Premier League 2021/2022 (Croatia 1),Won,"2,200,000",2.10,"2,000,000",Dubrava,2-Way Full event
3707502,Basketball,Vrijednosnice Osijek v Zadar - Premier League 2021/2022 (Croatia 1),Won,"800,000",1.80,"1,000,000",Over 158.5 Total,Over/Under 158.5 Total Full event
3707925,Basketball,Zalgiris Kaunas v Pieno Zvaigzdes - LKL 2021/2022 (Lithuania 1),Won,"500,000",2.00,"500,000",Over 159.5 Total,Over/Under 159.5 Total Full event
3707926,Basketball,Lietkabelis v Siauliai - LKL 2021/2022 (Lithuania 1),Lost,"300,000",3.50,,Siauliai,2-Way Full event
3707936,Basketball,BC Rytas v Prienai - LKL 2021/2022 (Lithuania 1),Lost,"9,000,000",1.80,,Under 164.5 Total,Over/Under 164.5 Total Full event
3707946,Basketball,Zalgiris Kaunas v BC Jonava - LKL 2021/2022 (Lithuania 1),Lost,"1,000,000",2.62,,BC Jonava,+13.5
3707962,Basketball,Siauliai v BC Rytas - LKL 2021/2022 (Lithuania 1),Won,"3,200,000",1.80,"4,000,000",Under 168.5 Total,Over/Under 168.5 Total Full event
3707964,Basketball,Pieno Zvaigzdes v Juventus - LKL 2021/2022 (Lithuania 1),Won,"2,550,000",1.85,"3,000,000",Over 171 Total,Over/Under 171 Total Full event
3707967,Basketball,Nevezis v Siauliai - LKL 2021/2022 (Lithuania 1),Lost,"3,000,000",1.80,,Siauliai,-6.5
3707970,Basketball,BC Jonava v Juventus - LKL 2021/2022 (Lithuania 1),Won,"2,200,000",2.10,"2,000,000",Juventus,2-Way Full event
3707989,Basketball,Pieno Zvaigzdes v Siauliai - LKL 2021/2022 (Lithuania 1),Lost,"1,000,000",2.10,,Pieno Zvaigzdes,2-Way Full event
3708072,Basketball,AS Karditsas v Eleftheroupoli - A2 2021/2022 (Greece 2),Won,"1,275,000",1.85,"1,500,000",AS Karditsas,-10.5
3708095,Basketball,EK Kavalas v Panerythraikos - A2 2021/2022 (Greece 2),Won,"850,000",1.85,"1,000,000",Under 149.5 Total,Over/Under 149.5 Total Full event
3708100,Basketball,AS Karditsas v Koroivos Amaliadas - A2 2021/2022 (Greece 2),Lost,"1,000,000",1.85,,Under 149.5 Total,Over/Under 149.5 Total Full event
3708117,Basketball,Psychikou v Filippos BC - A2 2021/2022 (Greece 2),Lost,"25,000,000",1.85,,Over 146.5 Total,Over/Under 146.5 Total Full event
3708123,Basketball,Panerythraikos v AS Karditsas - A2 2021/2022 (Greece 2),Won,"8,500,000",1.85,"10,000,000",Panerythraikos,+19
3708128,Basketball,AO Triton v Eleftheroupoli - A2 2021/2022 (Greece 2),Lost,"20,000,000",1.85,,Under 157.5 Total,Over/Under 157.5 Total Full event
3708149,Basketball,Agriniou v Filippos BC - A2 2021/2022 (Greece 2),Lost,"3,000,000",1.85,,Over 137.5 Total,Over/Under 137.5 Total Full event
3708154,Basketball,Charilaos Trikoupis B.C. v Psychikou - A2 2021/2022 (Greece 2),Won,"3,640,000",1.91,"4,000,000",Under 146 Total,Over/Under 146 Total Full event
3708164,Basketball,AO Pangrati v Filippos BC - A2 2021/2022 (Greece 2),Won,"1,380,000",2.38,"1,000,000",Over 152.5 Total,Over/Under 152.5 Total Full event
3708186,Basketball,AS Karditsas v EK Kavalas - A2 2021/2022 (Greece 2),Won,"2,550,000",1.85,"3,000,000",Under 149.5 Total,Over/Under 149.5 Total Full event
3708191,Basketball,Filippos BC v AO Triton - A2 2021/2022 (Greece 2),Won,"2,550,000",1.85,"3,000,000",Under 149 Total,Over/Under 149 Total Full event
3708194,Basketball,Amyntas v Koroivos Amaliadas - A2 2021/2022 (Greece 2),Won,"1,700,000",1.85,"2,000,000",Over 140.5 Total,Over/Under 140.5 Total Full event
3708201,Basketball,Agriniou v Psychikou - A2 2021/2022 (Greece 2),Lost,"1,158,464",2.75,,Psychikou,-13.5
3708203,Basketball,AO Pangrati v Eleftheroupoli - A2 2021/2022 (Greece 2),Lost,"1,200,000",2.38,,Under 160.5 Total,Over/Under 160.5 Total Full event
3708207,Basketball,Koroivos Amaliadas v AS Karditsas - A2 2021/2022 (Greece 2),Lost,"15,000,000",1.85,,Over 148.5 Total,Over/Under 148.5 Total Full event
3708209,Basketball,Psychikou v Panerythraikos - A2 2021/2022 (Greece 2),Won,"12,750,000",1.85,"15,000,000",Psychikou,-9.5
3708210,Basketball,EK Kavalas v AO Pangrati - A2 2021/2022 (Greece 2),Lost,"12,000,000",1.85,,EK Kavalas,-13
3708211,Basketball,Eleftheroupoli v Filippos BC - A2 2021/2022 (Greece 2),Lost,"15,000,000",1.85,,Eleftheroupoli,-17.5
3709464,Basketball,LA Lakers v Minnesota Timberwolves - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.76,,LA Lakers,2-Way Full event
3709470,Basketball,LA Clippers v Minnesota Timberwolves - NBA 2021/2022 (USA 1),Lost,"40,000,000",3.35,,Minnesota Timberwolves,2-Way Full event
3709633,Basketball,San Antonio Spurs v Phoenix Suns - NBA 2021/2022 (USA 1),Won,"44,000,000",1.44,"100,000,000",Phoenix Suns,2-Way Full event
3709638,Basketball,Portland Trail Blazers v Denver Nuggets - NBA 2021/2022 (USA 1),Won,"22,500,000",1.25,"90,000,000",Portland Trail Blazers,2-Way Full event
3709639,Basketball,LA Clippers v Dallas Mavericks - NBA 2021/2022 (USA 1),Won,"129,000,000",2.29,"100,000,000",Dallas Mavericks,2-Way Full event
3709644,Basketball,Houston Rockets v Chicago Bulls - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.25,,Chicago Bulls,2-Way Full event
3709650,Basketball,Golden State Warriors v Philadelphia 76ers - NBA 2021/2022 (USA 1),Won,"20,000,000",1.20,"100,000,000",Golden State Warriors,2-Way Full event
3709651,Basketball,Sacramento Kings v Portland Trail Blazers - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.85,,Portland Trail Blazers,2-Way Full event
3709654,Basketball,New York Knicks v Phoenix Suns - NBA 2021/2022 (USA 1),Won,"60,000,000",1.60,"100,000,000",Phoenix Suns,2-Way Full event
3709658,Basketball,San Antonio Spurs v Boston Celtics - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.66,,Boston Celtics,2-Way Full event
3709661,Basketball,Golden State Warriors v Portland Trail Blazers - NBA 2021/2022 (USA 1),Won,"40,000,000",1.40,"100,000,000",Golden State Warriors,2-Way Full event
3709662,Basketball,LA Lakers v Sacramento Kings - NBA 2021/2022 (USA 1),Won,"156,000,000",3.60,"60,000,000",Sacramento Kings,2-Way Full event
3709665,Basketball,Brooklyn Nets v Phoenix Suns - NBA 2021/2022 (USA 1),Won,"100,000,000",2.00,"100,000,000",Phoenix Suns,2-Way Full event
3709669,Basketball,Dallas Mavericks v Washington Wizards - NBA 2021/2022 (USA 1),Won,"220,000,000",3.20,"100,000,000",Washington Wizards,2-Way Full event
3709671,Basketball,LA Clippers v Golden State Warriors - NBA 2021/2022 (USA 1),Won,"71,000,000",1.71,"100,000,000",Golden State Warriors,2-Way Full event
3709678,Basketball,Houston Rockets v Oklahoma City Thunder - NBA 2021/2022 (USA 1),Lost,"100,000,000",2.10,,Oklahoma City Thunder,2-Way Full event
3709681,Basketball,San Antonio Spurs v Washington Wizards - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.61,,Washington Wizards,2-Way Full event
3709687,Basketball,Sacramento Kings v LA Lakers - NBA 2021/2022 (USA 1),Won,"96,041,208",3.00,"48,020,604",Under 218.5 Total,Over/Under 218.5 Total Full event
3709688,Basketball,Indiana Pacers v Atlanta Hawks - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.91,,Under 217.5 Total,Over/Under 217.5 Total Full event
3709690,Basketball,Washington Wizards v Minnesota Timberwolves - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.91,,Under 216 Total,Over/Under 216 Total Full event
3709691,Basketball,Boston Celtics v Philadelphia 76ers - NBA 2021/2022 (USA 1),Won,"91,000,000",1.91,"100,000,000",Under 206.5 Total,Over/Under 206.5 Total Full event
3709693,Basketball,Milwaukee Bucks v Charlotte Hornets - NBA 2021/2022 (USA 1),Lost,"100,000,000",2.04,,Under 229 Total,Over/Under 229 Total Full event
3709694,Basketball,New Orleans Pelicans v Dallas Mavericks - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.95,,Under 215 Total,Over/Under 215 Total Full event
3709695,Basketball,Oklahoma City Thunder v Houston Rockets - NBA 2021/2022 (USA 1),Lost,"100,000,000",2.10,,Under 213 Total,Over/Under 213 Total Full event
3709696,Basketball,LA Clippers v Sacramento Kings - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.91,,Under 219 Total,Over/Under 219 Total Full event
3709697,Basketball,New York Knicks v Chicago Bulls - NBA 2021/2022 (USA 1),Won,"91,000,000",1.91,"100,000,000",Over 209.5 Total,Over/Under 209.5 Total Full event
3709698,Basketball,Memphis Grizzlies v Oklahoma City Thunder - NBA 2021/2022 (USA 1),Won,"57,000,000",1.57,"100,000,000",Over 207.5 Total,Over/Under 207.5 Total Full event
3709699,Basketball,Phoenix Suns v Detroit Pistons - NBA 2021/2022 (USA 1),Won,"90,000,000",1.90,"100,000,000",Over 209.5 Total,Over/Under 209.5 Total Full event
3709701,Basketball,Indiana Pacers v Miami Heat - NBA 2021/2022 (USA 1),Won,"110,000,000",2.10,"100,000,000",Over 209.5 Total,Over/Under 209.5 Total Full event
3709702,Basketball,Washington Wizards v Cleveland Cavaliers - NBA 2021/2022 (USA 1),Won,"145,000,000",2.45,"100,000,000",Cleveland Cavaliers,2-Way Full event
3709703,Basketball,Atlanta Hawks v Philadelphia 76ers - NBA 2021/2022 (USA 1),Lost,"50,731,303",1.91,,Over 215 Total,Over/Under 215 Total Full event
3709704,Basketball,Brooklyn Nets v Minnesota Timberwolves - NBA 2021/2022 (USA 1),Lost,"50,000,000",7.50,,Under 203.5 Total,Over/Under 203.5 Total Full event
3709705,Basketball,Houston Rockets v Orlando Magic - NBA 2021/2022 (USA 1),Won,"72,000,000",1.72,"100,000,000",Houston Rockets,2-Way Full event
3709708,Basketball,Golden State Warriors v Phoenix Suns - NBA 2021/2022 (USA 1),Lost,"100,000,000",3.45,,Phoenix Suns,2-Way Full event
3709710,Basketball,New York Knicks v Denver Nuggets - NBA 2021/2022 (USA 1),Lost,"50,216,350",1.90,,Under 209.5 Total,Over/Under 209.5 Total Full event
3709711,Basketball,Brooklyn Nets v Chicago Bulls - NBA 2021/2022 (USA 1),Won,"110,000,000",2.10,"100,000,000",Under 219.5 Total,Over/Under 219.5 Total Full event
3709712,Basketball,Milwaukee Bucks v Miami Heat - NBA 2021/2022 (USA 1),Lost,"50,000,000",3.10,,Miami Heat,2-Way Full event
3709713,Basketball,Dallas Mavericks v Memphis Grizzlies - NBA 2021/2022 (USA 1),Won,"132,000,000",3.20,"60,000,000",Under 210.5 Total,Over/Under 210.5 Total Full event
3709714,Basketball,Golden State Warriors v San Antonio Spurs - NBA 2021/2022 (USA 1),Lost,"100,000,000",2.20,,Under 215.5 Total,Over/Under 215.5 Total Full event
3709717,Basketball,Cleveland Cavaliers v Utah Jazz - NBA 2021/2022 (USA 1),Won,"50,000,000",1.50,"100,000,000",Over 207.5 Total,Over/Under 207.5 Total Full event
3709718,Basketball,Atlanta Hawks v Charlotte Hornets - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.80,,Under 220.5 Total,Over/Under 220.5 Total Full event
3709719,Basketball,Houston Rockets v New Orleans Pelicans - NBA 2021/2022 (USA 1),Lost,"100,000,000",1.91,,Under 220.5 Total,Over/Under 220.5 Total Full event
3709720,Basketball,Charlotte Hornets v Philadelphia 76ers - NBA 2021/2022 (USA 1),Lost,"100,000,000",3.40,,Charlotte Hornets,2-Way Full event
3709721,Basketball,Detroit Pistons v Oklahoma City Thunder - NBA 2021/2022 (USA 1),Won,"9,188,272",1.91,"10,097,002",Over 202 Total,Over/Under 202 Total Full event
3709722,Basketball,Indiana Pacers v Washington Wizards - NBA 2021/2022 (USA 1),Lost,"10,000,000",2.87,,Washington Wizards,2-Way Full event
3709725,Basketball,Milwaukee Bucks v Cleveland Cavaliers - NBA 2021/2022 (USA 1),Lost,"29,252,613",3.10,,Cleveland Cavaliers,2-Way Full event
3709730,Basketball,Dallas Mavericks v Brooklyn Nets - NBA 2021/2022 (USA 1),Lost,"50,000,000",1.66,,Over 216.5 Total,Over/Under 216.5 Total Full event
3709731,Basketball,San Antonio Spurs v New York Knicks - NBA 2021/2022 (USA 1),Won,"40,240,096",1.80,"50,300,120",Over 210.5 Total,Over/Under 210.5 Total Full event
3709733,Basketball,Charlotte Hornets v Philadelphia 76ers - NBA 2021/2022 (USA 1),Lost,"40,000,000",2.87,,Charlotte Hornets,2-Way Full event
3709742,Basketball,Golden State Warriors v Portland Trail Blazers - NBA 2021/2022 (USA 1),Lost,"1,000,000",11.00,,Portland Trail Blazers,2-Way Full event
3709744,Basketball,LA Clippers v Boston Celtics - NBA 2021/2022 (USA 1),Won,"91,000,000",1.91,"100,000,000",Over 208.5 Total,Over/Under 208.5 Total Full event
3709745,Basketball,Philadelphia 76ers v Utah Jazz - NBA 2021/2022 (USA 1),Lost,"60,000,000",1.90,,Over 216 Total,Over/Under 216 Total Full event
3709747,Basketball,San Antonio Spurs v Denver Nuggets - NBA 2021/2022 (USA 1),Won,"59,150,000",1.91,"65,000,000",Over 215.5 Total,Over/Under 215.5 Total Full event
3709748,Basketball,Charlotte Hornets v Sacramento Kings - NBA 2021/2022 (USA 1),Lost,"90,000,000",1.90,,Under 231 Total,Over/Under 231 Total Full event
3709750,Basketball,Atlanta Hawks v Brooklyn Nets - NBA 2021/2022 (USA 1),Won,"25,429,806",1.90,"28,255,340",Under 227 Total,Over/Under 227 Total Full event
3709759,Basketball,Miami Heat v Chicago Bulls - NBA 2021/2022 (USA 1),Won,"56,352,966",1.90,"62,614,407",Over 209.5 Total,Over/Under 209.5 Total Full event
3709763,Basketball,New York Knicks v Milwaukee Bucks - NBA 2021/2022 (USA 1),Won,"24,785,736",1.41,"60,453,015",Milwaukee Bucks,2-Way Full event
3709764,Basketball,Detroit Pistons v Brooklyn Nets - NBA 2021/2022 (USA 1),Won,"57,000,000",1.57,"100,000,000",Over 207.5 Total,Over/Under 207.5 Total Full event
3709768,Basketball,LA Lakers v Orlando Magic - NBA 2021/2022 (USA 1),Lost,"90,000,000",1.53,,Over 215.5 Total,Over/Under 215.5 Total Full event
3709769,Basketball,Cleveland Cavaliers v Miami Heat - NBA 2021/2022 (USA 1),Lost,"50,000,000",1.90,,Over 206.5 Total,Over/Under 206.5 Total Full event
3709772,Basketball,Boston Celtics v Milwaukee Bucks - NBA 2021/2022 (USA 1),Lost,"50,000,000",1.95,,Milwaukee Bucks,2-Way Full event
3709776,Basketball,LA Clippers v Phoenix Suns - NBA 2021/2022 (USA 1),Lost,"12,000,000",1.62,,Phoenix Suns,2-Way Full event
3709778,Basketball,Chicago Bulls v Detroit Pistons - NBA 2021/2022 (USA 1),Won,"15,000,000",1.50,"30,000,000",Over 214.5 Total,Over/Under 214.5 Total Full event
3709795,Basketball,Orlando Magic v Miami Heat - NBA 2021/2022 (USA 1),Won,"45,000",1.90,"50,000",Over 204.5 Total,Over/Under 204.5 Total Full event
3709803,Basketball,Detroit Pistons v Houston Rockets - NBA 2021/2022 (USA 1),Won,"9,000,000",1.90,"10,000,000",Houston Rockets,2-Way Full event
3709813,Basketball,Atlanta Hawks v Cleveland Cavaliers - NBA 2021/2022 (USA 1),Won,"3,000,000",2.00,"3,000,000",Over 231.5 Total,Over/Under 231.5 Total Full event
3709815,Basketball,Philadelphia 76ers v New Orleans Pelicans - NBA 2021/2022 (USA 1),Won,"4,000,000",1.80,"5,000,000",Over 212.5 Total,Over/Under 212.5 Total Full event
3709816,Basketball,Minnesota Timberwolves v Dallas Mavericks - NBA 2021/2022 (USA 1),Lost,"50,000,000",2.25,,Dallas Mavericks,2-Way Full event
3709817,Basketball,Phoenix Suns v Charlotte Hornets - NBA 2021/2022 (USA 1),Lost,"50,000,000",1.95,,Under 230.5 Total,Over/Under 230.5 Total Full event
3709826,Basketball,New York Knicks v Detroit Pistons - NBA 2021/2022 (USA 1),Lost,"4,500,000",1.91,,Over 207.5 Total,Over/Under 207.5 Total Full event
3709829,Basketball,LA Lakers v Phoenix Suns - NBA 2021/2022 (USA 1),Won,"3,528,000",1.72,"4,900,000",Under 224.5 Total,Over/Under 224.5 Total Full event
3709830,Basketball,Atlanta Hawks v Orlando Magic - NBA 2021/2022 (USA 1),Lost,"10,000,000",1.57,,Over 205.5 Total,Over/Under 205.5 Total Full event
3709831,Basketball,Boston Celtics v Cleveland Cavaliers - NBA 2021/2022 (USA 1),Lost,"7,000,000",2.87,,Cleveland Cavaliers,2-Way Full event
3709837,Basketball,Philadelphia 76ers v Atlanta Hawks - NBA 2021/2022 (USA 1),Lost,"44,083,142",1.33,,Over 198.5 Total,Over/Under 198.5 Total Full event
3709844,Basketball,Golden State Warriors v Memphis Grizzlies - NBA 2021/2022 (USA 1),Won,"20,949,970",1.40,"52,374,925",Under 223.5 Total,Over/Under 223.5 Total Full event
3709845,Basketball,Portland Trail Blazers v Brooklyn Nets - NBA 2021/2022 (USA 1),Won,"5,800,000",3.90,"2,000,000",Portland Trail Blazers,2-Way Full event
3709847,Basketball,Miami Heat v Orlando Magic - NBA 2021/2022 (USA 1),Lost,"1,971,432",1.91,,Over 205 Total,Over/Under 205 Total Full event
3709848,Basketball,Washington Wizards v Philadelphia 76ers - NBA 2021/2022 (USA 1),Won,"3,640,000",1.91,"4,000,000",Over 205 Total,Over/Under 205 Total Full event
3709854,Basketball,Charlotte Hornets v Houston Rockets - NBA 2021/2022 (USA 1),Won,"11,590,000",1.61,"19,000,000",Under 237.5 Total,Over/Under 237.5 Total Full event
3709859,Basketball,Portland Trail Blazers v Dallas Mavericks - NBA 2021/2022 (USA 1),Won,"12,900,000",2.29,"10,000,000",Dallas Mavericks,2-Way Full event
3709860,Basketball,LA Clippers v Brooklyn Nets - NBA 2021/2022 (USA 1),Won,"7,200,000",1.72,"10,000,000",Over 213.5 Total,Over/Under 213.5 Total Full event
3709861,Basketball,Orlando Magic v Milwaukee Bucks - NBA 2021/2022 (USA 1),Lost,"10,000,000",1.91,,Under 216 Total,Over/Under 216 Total Full event
3709862,Basketball,Miami Heat v Washington Wizards - NBA 2021/2022 (USA 1),Won,"9,100,000",1.91,"10,000,000",Over 208.5 Total,Over/Under 208.5 Total Full event
3709867,Basketball,Sacramento Kings v Oklahoma City Thunder - NBA 2021/2022 (USA 1),Won,"900,000",1.90,"1,000,000",Over 223.5 Total,Over/Under 223.5 Total Full event
3709868,Basketball,Detroit Pistons v New York Knicks - NBA 2021/2022 (USA 1),Won,"1,800,000",10.00,"200,000",Under 188.5 Total,Over/Under 188.5 Total Full event
